OriginalGeneID,ReplacementGeneID
GN7V-58047,GLYMA.13G210600
GN7V-58050,GLYMA.12G193800
GN7V-58052,GLYMA.04G251700
GN7V-58054,GLYMA.16G087200
GN7V-58055,GLYMA.19G122000
GN7V-58057,GLYMA.08G125100
GN7V-58058,GLYMA.08G295600
GN7V-58059,GLYMA.18G059900
GN7V-58060,GLYMA.19G009100
GN7V-58061,GLYMA.14G074300
GN7V-58062,GLYMA.07G083000
GN7V-58070,GLYMA.11G185000
GN7V-58071,GLYMA.10G106600
GN7V-58072,GLYMA.11G214800
GN7V-58078,GLYMA.18G267900
GN7V-58079,GLYMA.08G279700
GN7V-58080,GLYMA.02G157000
GN7V-58081,GLYMA.12G215200
GN7V-58083,GLYMA.14G092100
GN7V-58090,GLYMA.17G145100
GN7V-58092,GLYMA.03G078200
GN7V-58093,GLYMA.10G050300
GN7V-58096,GLYMA.04G148300
GN7V-58097,GLYMA.09G249800
GN7V-58104,GLYMA.08G040000
GN7V-58108,GLYMA.06G203400
GN7V-58110,GLYMA.16G033000
GN7V-58111,GLYMA.02G268000
GN7V-58113,GLYMA.07G102700
GN7V-58114,GLYMA.04G186700
GN7V-58115,GLYMA.04G059600
GN7V-58118,GLYMA.20G241800
GN7V-58121,GLYMA.12G053900
GN7V-58122,GLYMA.11G197500
GN7V-58123,GLYMA.13G114600
GN7V-58124,GLYMA.09G093800
GN7V-58125,GLYMA.09G042100
GN7V-58127,GLYMA.02G226200
GN7V-58128,GLYMA.08G306200
GN7V-58135,GLYMA.13G089200
GN7V-58136,GLYMA.07G121800
GN7V-58141,GLYMA.16G118100
GN7V-58147,GLYMA.15G253900
GN7V-58149,GLYMA.12G177800
GN7V-58151,GLYMA.01G023900
GN7V-58155,GLYMA.12G242300
GN7V-58156,GLYMA.08G283700
GN7V-58161,GLYMA.09G022900
GN7V-58163,GLYMA.04G191100
GN7V-58164,GLYMA.08G194600
GN7V-58165,GLYMA.19G240800
GN7V-58166,GLYMA.10G291400
GN7V-58169,GLYMA.07G193600
GN7V-58170,GLYMA.15G257600
GN7V-58171,GLYMA.15G052700
GN7V-58172,GLYMA.19G175900
GN7V-58175,GLYMA.02G087700
GN7V-58176,GLYMA.13G066500
GN7V-58185,GLYMA.02G074200
GN7V-58188,GLYMA.15G081400
GN7V-58190,GLYMA.08G228800
GN7V-58194,GLYMA.09G193800
GN7V-58195,GLYMA.15G183700
GN7V-58203,GLYMA.17G028600
GN7V-58204,GLYMA.18G300200
GN7V-58206,GLYMA.14G191500
GN7V-58207,GLYMA.13G035600
GN7V-58209,GLYMA.08G110900
GN7V-58210,GLYMA.02G053900
GN7V-58212,GLYMA.08G351900
GN7V-58213,GLYMA.11G210600
GN7V-58219,GLYMA.05G146500
GN7V-58220,GLYMA.18G299300
GN7V-58225,GLYMA.01G196300
GN7V-58230,GLYMA.17G205800
GN7V-58231,GLYMA.18G088100
GN7V-58232,GLYMA.20G035400
GN7V-58235,GLYMA.17G067500
GN7V-58238,GLYMA.16G052000
GN7V-58243,GLYMA.12G234300
GN7V-58245,GLYMA.17G045800
GN7V-58247,GLYMA.13G295100
GN7V-58249,GLYMA.17G151800
GN7V-58251,GLYMA.14G139200
GN7V-58254,GLYMA.20G192000
GN7V-58255,GLYMA.20G051900
GN7V-58256,GLYMA.04G061100
GN7V-58257,GLYMA.02G222400
GN7V-58261,GLYMA.13G056800
GN7V-58263,GLYMA.09G203500
GN7V-58264,GLYMA.18G221700
GN7V-58270,GLYMA.15G089000
GN7V-58272,GLYMA.18G021000
GN7V-58275,GLYMA.06G197800
GN7V-58277,GLYMA.14G047500
GN7V-58279,GLYMA.10G270800
GN7V-58281,GLYMA.08G358800
GN7V-58283,GLYMA.02G203900
GN7V-58284,GLYMA.11G101200
GN7V-58287,GLYMA.03G191500
GN7V-58288,GLYMA.19G091800
GN7V-58290,GLYMA.09G195100
GN7V-58292,GLYMA.15G140300
GN7V-58294,GLYMA.18G043700
GN7V-58295,GLYMA.17G139100
GN7V-58296,GLYMA.18G261800
GN7V-58314,GLYMA.12G146700
GN7V-58316,GLYMA.03G066800
GN7V-58327,GLYMA.11G094900
GN7V-58332,GLYMA.08G161000
GN7V-58333,GLYMA.07G139600
GN7V-58336,GLYMA.02G005700
GN7V-58339,GLYMA.18G111900
GN7V-58340,GLYMA.06G144100
GN7V-58341,GLYMA.02G005800
GN7V-58342,GLYMA.15G112100
GN7V-58343,GLYMA.10G010800
GN7V-58344,GLYMA.06G173500
GN7V-58346,GLYMA.11G189600
GN7V-58351,GLYMA.11G088200
GN7V-58354,GLYMA.05G022500
GN7V-58366,GLYMA.17G138300
GN7V-58367,GLYMA.15G074700
GN7V-58369,GLYMA.05G056500
GN7V-58371,GLYMA.04G037300
GN7V-58373,GLYMA.07G216600
GN7V-58376,GLYMA.18G024300
GN7V-58380,GLYMA.08G100400
GN7V-58381,GLYMA.13G261800
GN7V-58384,GLYMA.10G197900
GN7V-58389,GLYMA.18G298400
GN7V-58390,GLYMA.05G235700
GN7V-58391,GLYMA.10G212900
GN7V-58392,GLYMA.03G059600
GN7V-58396,GLYMA.07G032200
GN7V-58401,GLYMA.06G249500
GN7V-58403,GLYMA.18G040900
GN7V-58406,GLYMA.18G086700
GN7V-58407,GLYMA.04G050600
GN7V-58410,GLYMA.06G045500
GN7V-58413,GLYMA.08G080400
GN7V-58414,GLYMA.20G150100
GN7V-58416,GLYMA.19G218700
GN7V-58418,GLYMA.05G236400
GN7V-58425,GLYMA.08G111000
GN7V-58426,GLYMA.18G250100
GN7V-58427,GLYMA.13G172500
GN7V-58428,GLYMA.02G227700
GN7V-58429,GLYMA.13G068800
GN7V-58430,GLYMA.08G066800
GN7V-58431,GLYMA.02G128300
GN7V-58433,GLYMA.06G286700
GN7V-58434,GLYMA.03G200600
GN7V-58437,GLYMA.02G286500
GN7V-58439,GLYMA.03G241400
GN7V-58443,GLYMA.09G234300
GN7V-58446,GLYMA.12G101200
GN7V-58447,GLYMA.11G120900
GN7V-58448,GLYMA.06G088000
GN7V-58453,GLYMA.13G128000
GN7V-58454,GLYMA.06G085800
GN7V-58455,GLYMA.01G021200
GN7V-58456,GLYMA.16G135800
GN7V-58457,GLYMA.17G044500
GN7V-58458,GLYMA.08G025800
GN7V-58461,GLYMA.13G309300
GN7V-58466,GLYMA.15G276500
GN7V-58468,GLYMA.11G164600
GN7V-58470,GLYMA.08G246900
GN7V-58475,GLYMA.04G030100
GN7V-58477,GLYMA.14G053600
GN7V-58479,GLYMA.15G257300
GN7V-58481,GLYMA.14G124100
GN7V-58483,GLYMA.10G145300
GN7V-58484,GLYMA.14G036000
GN7V-58485,GLYMA.15G012300
GN7V-58486,GLYMA.10G160500
GN7V-58492,GLYMA.17G259700
GN7V-58493,GLYMA.13G104800
GN7V-58495,GLYMA.03G183500
GN7V-58496,GLYMA.12G011400
GN7V-58499,GLYMA.08G304000
GN7V-58504,GLYMA.15G105400
GN7V-58505,GLYMA.05G180100
GN7V-58515,GLYMA.02G187200
GN7V-58519,GLYMA.01G159400
GN7V-58525,GLYMA.05G073200
GN7V-58526,GLYMA.18G009700
GN7V-58528,GLYMA.01G116500
GN7V-58531,GLYMA.13G112300
GN7V-58540,GLYMA.17G000600
GN7V-58542,GLYMA.04G223700
GN7V-58545,GLYMA.15G184400
GN7V-58549,GLYMA.19G220200
GN7V-58550,GLYMA.08G349200
GN7V-58551,GLYMA.04G237300
GN7V-58552,GLYMA.09G144900
GN7V-58554,GLYMA.15G133900
GN7V-58556,GLYMA.08G177500
GN7V-58562,GLYMA.02G189100
GN7V-58566,GLYMA.02G104800
GN7V-58567,GLYMA.19G133400
GN7V-58571,GLYMA.06G270400
GN7V-58574,GLYMA.10G291700
GN7V-58575,GLYMA.06G065000
GN7V-58579,GLYMA.04G009100
GN7V-58584,GLYMA.08G274500
GN7V-58587,GLYMA.20G174400
GN7V-58590,GLYMA.16G175800
GN7V-58591,GLYMA.09G206300
GN7V-58592,GLYMA.18G091100
GN7V-58593,GLYMA.09G243500
GN7V-58594,GLYMA.11G095000
GN7V-58595,GLYMA.07G269500
GN7V-58597,GLYMA.06G307900
GN7V-58598,GLYMA.18G144800
GN7V-58600,GLYMA.19G145700
GN7V-58601,GLYMA.07G007000
GN7V-58603,GLYMA.07G094100
GN7V-58606,GLYMA.07G273600
GN7V-58607,GLYMA.12G060900
GN7V-58610,GLYMA.10G209900
GN7V-58611,GLYMA.08G161500
GN7V-58618,GLYMA.13G221900
GN7V-58625,GLYMA.01G002300
GN7V-58627,GLYMA.13G104700
GN7V-58628,GLYMA.08G309600
GN7V-58629,GLYMA.15G252000
GN7V-58630,GLYMA.20G209900
GN7V-58637,GLYMA.11G187700
GN7V-58638,GLYMA.08G086800
GN7V-58640,GLYMA.06G028200
GN7V-58642,GLYMA.01G061100
GN7V-58650,GLYMA.20G046000
GN7V-58651,GLYMA.13G046000
GN7V-58653,GLYMA.20G019700
GN7V-58655,GLYMA.04G245100
GN7V-58656,GLYMA.18G156500
GN7V-58657,GLYMA.06G179200
GN7V-58669,GLYMA.16G126500
GN7V-58670,GLYMA.08G238100
GN7V-58673,GLYMA.08G178200
GN7V-58675,GLYMA.17G221900
GN7V-58677,GLYMA.17G186100
GN7V-58678,GLYMA.12G163500
GN7V-58680,GLYMA.13G154600
GN7V-58689,GLYMA.06G008400
GN7V-58691,GLYMA.19G006200
GN7V-58694,GLYMA.01G172800
GN7V-58697,GLYMA.09G254000
GN7V-58700,GLYMA.15G130100
GN7V-58701,GLYMA.16G175200
GN7V-58703,GLYMA.02G079800
GN7V-58705,GLYMA.16G199200
GN7V-58706,GLYMA.20G115500
GN7V-58710,GLYMA.04G037000
GN7V-58711,GLYMA.11G247600
GN7V-58712,GLYMA.03G018900
GN7V-58714,GLYMA.02G253800
GN7V-58721,GLYMA.14G154600
GN7V-58722,GLYMA.10G270100
GN7V-58724,GLYMA.07G258700
GN7V-58726,GLYMA.16G210300
GN7V-58730,GLYMA.13G199600
GN7V-58732,GLYMA.07G067000
GN7V-58737,GLYMA.14G118700
GN7V-58739,GLYMA.10G042500
GN7V-58740,GLYMA.19G004400
GN7V-58741,GLYMA.08G199900
GN7V-58752,GLYMA.05G161500
GN7V-58753,GLYMA.17G026600
GN7V-58754,GLYMA.19G017200
GN7V-58755,GLYMA.12G037100
GN7V-58760,GLYMA.01G155300
GN7V-58761,GLYMA.09G094000
GN7V-58762,GLYMA.15G046300
GN7V-58765,GLYMA.18G180900
GN7V-58767,GLYMA.08G056600
GN7V-58769,GLYMA.13G115400
GN7V-58774,GLYMA.19G044900
GN7V-58775,GLYMA.07G060500
GN7V-58786,GLYMA.08G259800
GN7V-58787,GLYMA.15G065600
GN7V-58789,GLYMA.13G058000
GN7V-58799,GLYMA.14G201700
GN7V-58802,GLYMA.U040600
GN7V-58804,GLYMA.11G230000
GN7V-58808,GLYMA.10G122400
GN7V-58810,GLYMA.10G245900
GN7V-58812,GLYMA.14G026400
GN7V-58820,GLYMA.20G047200
GN7V-58821,GLYMA.02G106300
GN7V-58822,GLYMA.09G186500
GN7V-58827,GLYMA.09G026800
GN7V-58828,GLYMA.U001500
GN7V-58831,GLYMA.02G103500
GN7V-58834,GLYMA.10G097800
GN7V-58839,GLYMA.19G028800
GN7V-58841,GLYMA.17G232200
GN7V-58845,GLYMA.07G256700
GN7V-58849,GLYMA.19G086900
GN7V-58851,GLYMA.17G085100
GN7V-58852,GLYMA.14G167600
GN7V-58854,GLYMA.07G122200
GN7V-58857,GLYMA.18G265100
GN7V-58859,GLYMA.19G182000
GN7V-58866,GLYMA.08G110700
GN7V-58870,GLYMA.16G058200
GN7V-58872,GLYMA.U029300
GN7V-58873,GLYMA.10G157200
GN7V-58875,GLYMA.10G233100
GN7V-58877,GLYMA.07G193200
GN7V-58879,GLYMA.12G080100
GN7V-58880,GLYMA.04G186000
GN7V-58891,GLYMA.19G134800
GN7V-58892,GLYMA.08G323300
GN7V-58895,GLYMA.02G238800
GN7V-58896,GLYMA.02G007400
GN7V-58897,GLYMA.17G035800
GN7V-58898,GLYMA.15G252800
GN7V-58900,GLYMA.13G065500
GN7V-58912,GLYMA.13G114800
GN7V-58914,GLYMA.06G323700
GN7V-58915,GLYMA.16G217900
GN7V-58916,GLYMA.14G205200
GN7V-58917,GLYMA.04G020900
GN7V-58920,GLYMA.01G053900
GN7V-58921,GLYMA.13G152500
GN7V-58923,GLYMA.05G016700
GN7V-58926,GLYMA.15G052600
GN7V-58929,GLYMA.08G106000
GN7V-58930,GLYMA.19G239800
GN7V-58936,GLYMA.04G056400
GN7V-58942,GLYMA.12G149400
GN7V-58955,GLYMA.03G037800
GN7V-58957,GLYMA.11G070200
GN7V-58961,GLYMA.09G244900
GN7V-58962,GLYMA.02G176300
GN7V-58964,GLYMA.08G017800
GN7V-58965,GLYMA.12G155300
GN7V-58966,GLYMA.18G201900
GN7V-58974,GLYMA.01G170000
GN7V-58980,GLYMA.12G009400
GN7V-58981,GLYMA.10G028700
GN7V-58982,GLYMA.08G231000
GN7V-58988,GLYMA.01G051100
GN7V-58990,GLYMA.13G250400
GN7V-58998,GLYMA.09G023400
GN7V-59000,GLYMA.11G003500
GN7V-59008,GLYMA.17G100700
GN7V-59014,GLYMA.06G172700
GN7V-59015,GLYMA.09G211500
GN7V-59017,GLYMA.U039300
GN7V-59018,GLYMA.06G123900
GN7V-59021,GLYMA.08G287600
GN7V-59022,GLYMA.19G221800
GN7V-59028,GLYMA.06G019400
GN7V-59031,GLYMA.07G150900
GN7V-59032,GLYMA.14G108000
GN7V-59036,GLYMA.01G232200
GN7V-59038,GLYMA.09G062900
GN7V-59039,GLYMA.06G010600
GN7V-59040,GLYMA.08G162500
GN7V-59041,GLYMA.12G045400
GN7V-59042,GLYMA.09G143100
GN7V-59045,GLYMA.18G208500
GN7V-59047,GLYMA.12G234200
GN7V-59048,GLYMA.02G243400
GN7V-59051,GLYMA.20G001400
GN7V-59055,GLYMA.08G120700
GN7V-59056,GLYMA.04G227700
GN7V-59059,GLYMA.15G157000
GN7V-59061,GLYMA.14G057700
GN7V-59069,GLYMA.11G060100
GN7V-59073,GLYMA.14G019900
GN7V-59074,GLYMA.02G057400
GN7V-59075,GLYMA.02G309900
GN7V-59076,GLYMA.12G102000
GN7V-59077,GLYMA.10G197300
GN7V-59078,GLYMA.14G077500
GN7V-59079,GLYMA.14G097200
GN7V-59084,GLYMA.07G014400
GN7V-59088,GLYMA.03G097500
GN7V-59091,GLYMA.13G033900
GN7V-59092,GLYMA.04G197500
GN7V-59093,GLYMA.17G209800
GN7V-59097,GLYMA.01G157200
GN7V-59098,GLYMA.15G089100
GN7V-59099,GLYMA.15G050800
GN7V-59100,GLYMA.05G208800
GN7V-59101,GLYMA.01G152000
GN7V-59102,GLYMA.11G169900
GN7V-59104,GLYMA.06G221700
GN7V-59107,GLYMA.09G233100
GN7V-59112,GLYMA.07G225300
GN7V-59115,GLYMA.11G126200
GN7V-59116,GLYMA.12G146600
GN7V-59117,GLYMA.20G102800
GN7V-59118,GLYMA.04G131100
GN7V-59121,GLYMA.08G015400
GN7V-59123,GLYMA.06G176200
GN7V-59124,GLYMA.16G013900
GN7V-59130,GLYMA.15G263100
GN7V-59138,GLYMA.14G211000
GN7V-59144,GLYMA.16G090000
GN7V-59145,GLYMA.20G226600
GN7V-59146,GLYMA.10G239500
GN7V-59151,GLYMA.18G287400
GN7V-59153,GLYMA.05G007700
GN7V-59155,GLYMA.17G044300
GN7V-59157,GLYMA.08G303800
GN7V-59158,GLYMA.10G003200
GN7V-59159,GLYMA.12G225300
GN7V-59163,GLYMA.20G001300
GN7V-59165,GLYMA.18G111800
GN7V-59172,GLYMA.01G172700
GN7V-59174,GLYMA.19G039700
GN7V-59175,GLYMA.13G370300
GN7V-59177,GLYMA.02G236500
GN7V-59184,GLYMA.17G077100
GN7V-59185,GLYMA.13G078400
GN7V-59189,GLYMA.13G222300
GN7V-59190,GLYMA.17G049900
GN7V-59194,GLYMA.05G180700
GN7V-59196,GLYMA.17G089200
GN7V-59200,GLYMA.20G214200
GN7V-59203,GLYMA.16G026900
GN7V-59207,GLYMA.11G126300
GN7V-59209,GLYMA.01G091400
GN7V-59212,GLYMA.12G081300
GN7V-59218,GLYMA.02G129500
GN7V-59221,GLYMA.06G271500
GN7V-59223,GLYMA.20G233900
GN7V-59224,GLYMA.08G326200
GN7V-59226,GLYMA.02G120900
GN7V-59228,GLYMA.14G104100
GN7V-59232,GLYMA.12G100500
GN7V-59235,GLYMA.05G248600
GN7V-59236,GLYMA.01G112900
GN7V-59238,GLYMA.01G136900
GN7V-59239,GLYMA.02G274000
GN7V-59241,GLYMA.07G130200
GN7V-59244,GLYMA.13G363000
GN7V-59245,GLYMA.02G094300
GN7V-59246,GLYMA.16G200600
GN7V-59248,GLYMA.13G038700
GN7V-59251,GLYMA.14G201100
GN7V-59252,GLYMA.13G323400
GN7V-59254,GLYMA.06G286600
GN7V-59257,GLYMA.12G079200
GN7V-59258,GLYMA.15G049100
GN7V-59261,GLYMA.18G268600
GN7V-59262,GLYMA.04G186300
GN7V-59264,GLYMA.18G158200
GN7V-59270,GLYMA.10G178900
GN7V-59271,GLYMA.07G108800
GN7V-59272,GLYMA.08G195000
GN7V-59277,GLYMA.03G101700
GN7V-59278,GLYMA.18G003900
GN7V-59280,GLYMA.03G072600
GN7V-59282,GLYMA.01G179500
GN7V-59283,GLYMA.19G220600
GN7V-59284,GLYMA.10G014900
GN7V-59286,GLYMA.04G008600
GN7V-59287,GLYMA.11G185100
GN7V-59293,GLYMA.19G226500
GN7V-59296,GLYMA.19G236200
GN7V-59301,GLYMA.19G149400
GN7V-59306,GLYMA.19G004300
GN7V-59308,GLYMA.20G189600
GN7V-59310,GLYMA.09G027000
GN7V-59313,GLYMA.01G016700
GN7V-59315,GLYMA.10G006700
GN7V-59324,GLYMA.18G218600
GN7V-59325,GLYMA.08G295700
GN7V-59333,GLYMA.17G038100
GN7V-59334,GLYMA.10G176600
GN7V-59336,GLYMA.06G143000
GN7V-59337,GLYMA.06G152700
GN7V-59338,GLYMA.08G102100
GN7V-59340,GLYMA.01G166200
GN7V-59342,GLYMA.14G101300
GN7V-59345,GLYMA.04G227900
GN7V-59347,GLYMA.03G077600
GN7V-59352,GLYMA.15G201100
GN7V-59354,GLYMA.04G033700
GN7V-59355,GLYMA.07G069500
GN7V-59359,GLYMA.05G066500
GN7V-59361,GLYMA.13G207000
GN7V-59364,GLYMA.12G084000
GN7V-59365,GLYMA.01G101300
GN7V-59367,GLYMA.19G170700
GN7V-59368,GLYMA.17G169400
GN7V-59372,GLYMA.17G055000
GN7V-59373,GLYMA.08G219500
GN7V-59376,GLYMA.19G184200
GN7V-59377,GLYMA.18G208000
GN7V-59387,GLYMA.11G250200
GN7V-59392,GLYMA.05G010600
GN7V-59393,GLYMA.20G230300
GN7V-59401,GLYMA.11G070800
GN7V-59403,GLYMA.01G210800
GN7V-59406,GLYMA.09G281800
GN7V-59410,GLYMA.05G117400
GN7V-59411,GLYMA.15G026500
GN7V-59417,GLYMA.08G255600
GN7V-59418,GLYMA.18G109100
GN7V-59424,GLYMA.18G058400
GN7V-59426,GLYMA.04G048200
GN7V-59427,GLYMA.18G272300
GN7V-59444,GLYMA.04G154700
GN7V-59447,GLYMA.17G226900
GN7V-59454,GLYMA.10G144300
GN7V-59455,GLYMA.04G235200
GN7V-59456,GLYMA.05G119900
GN7V-59457,GLYMA.17G218200
GN7V-59458,GLYMA.03G238800
GN7V-59461,GLYMA.13G358800
GN7V-59464,GLYMA.05G114000
GN7V-59469,GLYMA.07G067700
GN7V-59470,GLYMA.18G019900
GN7V-59481,GLYMA.07G142600
GN7V-59482,GLYMA.16G175500
GN7V-59483,GLYMA.16G126400
GN7V-59485,GLYMA.20G110200
GN7V-59493,GLYMA.19G029600
GN7V-59495,GLYMA.18G148300
GN7V-59496,GLYMA.16G018500
GN7V-59497,GLYMA.07G006800
GN7V-59499,GLYMA.01G172900
GN7V-59501,GLYMA.12G114500
GN7V-59505,GLYMA.19G070500
GN7V-59507,GLYMA.15G023800
GN7V-59511,GLYMA.07G091700
GN7V-59513,GLYMA.16G208100
GN7V-59515,GLYMA.07G158900
GN7V-59522,GLYMA.11G197300
GN7V-59524,GLYMA.16G162400
GN7V-59525,GLYMA.13G332600
GN7V-59527,GLYMA.04G005900
GN7V-59530,GLYMA.U040500
GN7V-59532,GLYMA.14G161800
GN7V-59535,GLYMA.07G048300
GN7V-59541,GLYMA.11G161600
GN7V-59546,GLYMA.19G114500
GN7V-59547,GLYMA.02G043700
GN7V-59552,GLYMA.15G134200
GN7V-59553,GLYMA.03G101200
GN7V-59554,GLYMA.03G240600
GN7V-59558,GLYMA.15G064700
GN7V-59560,GLYMA.11G249500
GN7V-59562,GLYMA.17G003900
GN7V-59564,GLYMA.01G014300
GN7V-59576,GLYMA.02G271500
GN7V-59579,GLYMA.15G244200
GN7V-59580,GLYMA.06G115000
GN7V-59590,GLYMA.10G062300
GN7V-59592,GLYMA.03G018500
GN7V-59596,GLYMA.05G208100
GN7V-59597,GLYMA.03G001600
GN7V-59599,GLYMA.02G230400
GN7V-59600,GLYMA.09G011500
GN7V-59601,GLYMA.09G055300
GN7V-59602,GLYMA.01G232500
GN7V-59604,GLYMA.13G232400
GN7V-59606,GLYMA.02G062600
GN7V-59613,GLYMA.09G050100
GN7V-59615,GLYMA.01G169800
GN7V-59619,GLYMA.20G227900
GN7V-59623,GLYMA.09G223100
GN7V-59630,GLYMA.07G008800
GN7V-59631,GLYMA.03G168700
GN7V-59635,GLYMA.11G235800
GN7V-59637,GLYMA.04G213100
GN7V-59639,GLYMA.07G185500
GN7V-59642,GLYMA.13G349600
GN7V-59643,GLYMA.19G020200
GN7V-59644,GLYMA.20G052400
GN7V-59645,GLYMA.18G265800
GN7V-59646,GLYMA.07G106400
GN7V-59647,GLYMA.15G081300
GN7V-59649,GLYMA.11G151400
GN7V-59653,GLYMA.13G350300
GN7V-59655,GLYMA.19G015000
GN7V-59659,GLYMA.02G018800
GN7V-59662,GLYMA.17G180500
GN7V-59663,GLYMA.04G255500
GN7V-59665,GLYMA.14G218300
GN7V-59666,GLYMA.13G263900
GN7V-59670,GLYMA.09G149200
GN7V-59672,GLYMA.14G200800
GN7V-59673,GLYMA.06G291300
GN7V-59676,GLYMA.10G113300
GN7V-59679,GLYMA.16G039500
GN7V-59684,GLYMA.11G215700
GN7V-59685,GLYMA.01G142800
GN7V-59686,GLYMA.20G015500
GN7V-59689,GLYMA.01G085800
GN7V-59690,GLYMA.06G091600
GN7V-59692,GLYMA.08G145100
GN7V-59693,GLYMA.01G186600
GN7V-59694,GLYMA.01G195000
GN7V-59698,GLYMA.20G164500
GN7V-59699,GLYMA.03G252700
GN7V-59704,GLYMA.04G059800
GN7V-59705,GLYMA.20G165000
GN7V-59707,GLYMA.08G023900
GN7V-59715,GLYMA.19G016500
GN7V-59716,GLYMA.12G240000
GN7V-59717,GLYMA.19G007200
GN7V-59720,GLYMA.14G001900
GN7V-59722,GLYMA.11G023600
GN7V-59723,GLYMA.09G004700
GN7V-59725,GLYMA.02G158700
GN7V-59726,GLYMA.13G263300
GN7V-59728,GLYMA.10G072500
GN7V-59729,GLYMA.U021900
GN7V-59731,GLYMA.10G122900
GN7V-59733,GLYMA.02G290100
GN7V-59737,GLYMA.13G075200
GN7V-59738,GLYMA.09G038600
GN7V-59739,GLYMA.12G200000
GN7V-59741,GLYMA.09G231400
GN7V-59744,GLYMA.20G192700
GN7V-59747,GLYMA.05G152300
GN7V-59752,GLYMA.02G130400
GN7V-59754,GLYMA.07G096600
GN7V-59755,GLYMA.14G200900
GN7V-59757,GLYMA.18G091500
GN7V-59763,GLYMA.15G051100
GN7V-59768,GLYMA.13G157600
GN7V-59775,GLYMA.20G133900
GN7V-59776,GLYMA.18G073500
GN7V-59777,GLYMA.03G252600
GN7V-59781,GLYMA.04G003900
GN7V-59783,GLYMA.06G314200
GN7V-59784,GLYMA.02G263400
GN7V-59787,GLYMA.16G182000
GN7V-59791,GLYMA.20G170300
GN7V-59793,GLYMA.17G175300
GN7V-59794,GLYMA.12G191700
GN7V-59795,GLYMA.15G174000
GN7V-59801,GLYMA.20G010900
GN7V-59803,GLYMA.11G098800
GN7V-59804,GLYMA.18G121500
GN7V-59807,GLYMA.14G218100
GN7V-59812,GLYMA.15G205900
GN7V-59814,GLYMA.07G039600
GN7V-59816,GLYMA.07G118200
GN7V-59817,GLYMA.14G072200
GN7V-59820,GLYMA.05G079900
GN7V-59821,GLYMA.08G299700
GN7V-59822,GLYMA.07G189200
GN7V-59823,GLYMA.13G264900
GN7V-59826,GLYMA.11G074100
GN7V-59827,GLYMA.08G138100
GN7V-59830,GLYMA.11G175900
GN7V-59833,GLYMA.07G139800
GN7V-59835,GLYMA.07G125400
GN7V-59838,GLYMA.09G043700
GN7V-59842,GLYMA.19G209400
GN7V-59843,GLYMA.09G280100
GN7V-59848,GLYMA.04G029000
GN7V-59850,GLYMA.07G262100
GN7V-59861,GLYMA.09G165000
GN7V-59863,GLYMA.14G009100
GN7V-59864,GLYMA.12G075100
GN7V-59865,GLYMA.U033900
GN7V-59868,GLYMA.03G182800
GN7V-59869,GLYMA.13G347500
GN7V-59873,GLYMA.06G128500
GN7V-59875,GLYMA.04G202200
GN7V-59878,GLYMA.12G177100
GN7V-59880,GLYMA.11G233400
GN7V-59883,GLYMA.04G044300
GN7V-59884,GLYMA.16G110400
GN7V-59891,GLYMA.09G168900
GN7V-59894,GLYMA.19G117600
GN7V-59896,GLYMA.02G036300
GN7V-59905,GLYMA.06G012100
GN7V-59909,GLYMA.06G022900
GN7V-59912,GLYMA.05G132900
GN7V-59913,GLYMA.14G002500
GN7V-59925,GLYMA.17G065100
GN7V-59926,GLYMA.15G008900
GN7V-59932,GLYMA.01G033100
GN7V-59937,GLYMA.19G230400
GN7V-59939,GLYMA.16G109300
GN7V-59941,GLYMA.10G248300
GN7V-59945,GLYMA.03G046100
GN7V-59948,GLYMA.01G122900
GN7V-59949,GLYMA.10G137600
GN7V-59953,GLYMA.03G029400
GN7V-59955,GLYMA.01G159800
GN7V-59959,GLYMA.07G206900
GN7V-59968,GLYMA.14G114100
GN7V-59971,GLYMA.04G048500
GN7V-59974,GLYMA.14G180500
GN7V-59975,GLYMA.16G033200
GN7V-59981,GLYMA.13G352400
GN7V-59982,GLYMA.02G202500
GN7V-59985,GLYMA.01G228700
GN7V-59989,GLYMA.19G200000
GN7V-59992,GLYMA.03G264300
GN7V-59994,GLYMA.01G106000
GN7V-59995,GLYMA.04G069400
GN7V-59998,GLYMA.05G156800
GN7V-60001,GLYMA.18G134600
GN7V-60004,GLYMA.07G194300
GN7V-60005,GLYMA.15G181900
GN7V-60008,GLYMA.03G029900
GN7V-60014,GLYMA.06G190700
GN7V-60015,GLYMA.07G124100
GN7V-60018,GLYMA.05G046300
GN7V-60019,GLYMA.12G014300
GN7V-60021,GLYMA.05G104500
GN7V-60022,GLYMA.17G110100
GN7V-60025,GLYMA.14G045100
GN7V-60027,GLYMA.11G080600
GN7V-60028,GLYMA.04G221300
GN7V-60029,GLYMA.15G002200
GN7V-60034,GLYMA.06G050100
GN7V-60042,GLYMA.08G338300
GN7V-60043,GLYMA.03G098700
GN7V-60045,GLYMA.04G011900
GN7V-60051,GLYMA.15G106000
GN7V-60052,GLYMA.10G262800
GN7V-60053,GLYMA.16G106200
GN7V-60055,GLYMA.15G200600
GN7V-60056,GLYMA.03G134500
GN7V-60057,GLYMA.03G133800
GN7V-60062,GLYMA.13G072700
GN7V-60063,GLYMA.19G038500
GN7V-60064,GLYMA.13G054600
GN7V-60067,GLYMA.15G270200
GN7V-60071,GLYMA.19G244200
